user_id,subgroup
5506b1ce0b31f20900772d0b,4 23 24
5506b1ce0b31f20900772d6f,4 23 24
5506b1ce0b31f20900772dd3,4 23 24
5506b1ce0b31f20900772e37,4 23 24
5506b1ce0b31f20900772e9b,4 23 24
5506b1ce0b31f20900772eff,4 23 24
5506b1ce0b31f20900772f63,4 23 24
5506b1ce0b31f20900772fc7,4 23 24
5506b1ce0b31f2090077302b,4 23 24
5506b1ce0b31f2090077308f,4 23 24
5506b1ce0b31f209007730f3,4 23 24
5506b1ce0b31f20900773157,4 23 24
5506b1ce0b31f209007731bb,4 23 24
5506b1ce0b31f2090077321f,4 23 24
5506c39a0b31f20900772cab,71 73 85 86
5509c5730b31f20900772d2f,34 38 39 51 54 59 67 71
550bfe41e76b3d0a00e530e3,7
550bfe41e76b3d0a00e53147,7
550bfe41e76b3d0a00e531ab,7
550c102145423e0e0029db65,66
550c1a8d45423e0e0029db81,5 56 59 65
550c1c7845423e0e0029db8d,1 7 13 29 36 50 51 61 66 72
550c1c7845423e0e0029dbf1,1 7 13 29 36 50 51 61 66 72
550c1c7845423e0e0029dc55,1 7 13 29 36 50 51 61 66 72
550c1c7845423e0e0029dcb9,1 7 13 29 36 50 51 61 66 72
550c1c7845423e0e0029dd1d,1 7 13 29 36 50 51 61 66 72
550c1c7845423e0e0029dd81,1 7 13 29 36 50 51 61 66 72
550c1c7845423e0e0029dde5,1 7 13 29 36 50 51 61 66 72
550c498781db470e006dfe3b,37 83
550c4f4981db470e006dfe49,59 66 71 72
550c4f4981db470e006dfead,59 66 71 72
550c4f4981db470e006dff11,59 66 71 72
550c75d681db470e006dfe6d,7
550c75d681db470e006dfed1,7
550c75d681db470e006dff35,7
550cded581db470e006dfe92,5
5513ba5738239d1000577931,50 51 66 72
5513dc1b38239d1000577940,1 59 60 71 79
5513dc1b38239d10005779a4,1 59 60 71 79
5513dc1b38239d1000577a08,1 59 60 71 79
55151cce38239d1000577982,19 73
55151cce38239d10005779e6,19 73
55151cce38239d1000577a4a,19 73
55151cce38239d1000577aae,19 73
55151cce38239d1000577b12,19 73
55151cce38239d1000577b76,19 73
55151cce38239d1000577bda,19 73
5515600c38239d1000577998,3 6 23 34 38 39 40 67
5515e32223774e0a001eb1d3,32 33 58
5515e32223774e0a001eb237,32 33 58
5515e32223774e0a001eb29b,32 33 58
5517ac7023774e0a001eb200,4 36
5519a2f723774e0a001eb244,3 6 23
5519a2f723774e0a001eb2a8,3 6 23
5519a2f723774e0a001eb30c,3 6 23
551a5fcd23774e0a001eb26a,7
552c75c3d530a90a00a3a876,1 3 6 23 25 29 77
5533d274d530a90a00a3a93e,3 6 23 32 33 34 40 50 51 66 72
5533d274d530a90a00a3a9a2,3 6 23 32 33 34 40 50 51 66 72
5533d274d530a90a00a3aa06,3 6 23 32 33 34 40 50 51 66 72
5533d274d530a90a00a3aa6a,3 6 23 32 33 34 40 50 51 66 72
5533d274d530a90a00a3aace,3 6 23 32 33 34 40 50 51 66 72
5533d274d530a90a00a3ab32,3 6 23 32 33 34 40 50 51 66 72
5533d274d530a90a00a3ab96,3 6 23 32 33 34 40 50 51 66 72
55373842d530a90a00a3aa16,1 29
553ed962888d9f0900aff716,4 27 50 51 66 72
55423c2d06a6e50a00448543,50 51 66 72
5543750706a6e50a004485bb,80
555050b506a6e50a00448784,51
5550b87b06a6e50a004487ae,33 63 64 75 76
555410c39d3a2509000007a3,35 56 57 59 60 65
555410c39d3a250900000807,35 56 57 59 60 65
555410c39d3a25090000086b,35 56 57 59 60 65
5554369b9d3a2509000007a7,52 57 59 66
5554369b9d3a25090000080b,52 57 59 66
5554369b9d3a25090000086f,52 57 59 66
555569ba2b07e80e00b108ea,8
556e97ac77a8710900bee142,1 3 6 7 23 29 36 40 50 51 59 61 66 71 72
5581b636d736230f00adb3f3,3 55
558c2be46dec460f001111e0,1 3 6 7 25 29 32 33 35 36 50 51 57 61 64 66 69 72 75 76
558ca17a6dec460f00111200,15
558e01ce6dec460f001112aa,6 13
5592424a6dec460f001113a3,1 62 85
55969cd5cfe8320b00ccd6bd,1 3 4 6 7 23 24 40 51 59 60 71
5596a47ccfe8320b00ccd6c3,37 56 65 83
5597d04acfe8320b00ccd6fe,51
55a4e33a7b4d9910001195f2,13
55a4e33a7b4d991000119656,13
55a4e33a7b4d9910001196ba,13
55a4e33a7b4d99100011971e,13
55a4e33a7b4d991000119782,13
55a4e33a7b4d9910001197e6,13
55a4e33a7b4d99100011984a,13
55a607357b4d9910001196a3,15 35 37 51 57 59 85
55b354e97b4d991000119d96,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d991000119dfa,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d991000119e5e,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d991000119ec2,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d991000119f26,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d991000119f8a,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d991000119fee,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d99100011a052,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d99100011a0b6,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d99100011a11a,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d99100011a17e,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d99100011a1e2,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d99100011a246,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d99100011a2aa,1 7 29 36 37 50 51 61 66 72 83
55b354e97b4d99100011a30e,1 7 29 36 37 50 51 61 66 72 83
55b978f87b4d99100011a0e1,4 5 9 61 73
55b9b85b7b4d99100011a115,1 7 29 36 40 50 51 61 66 72
55bf95307b4d99100011a30e,34 38 39
55c935327b4d99100011a5e0,59 71
55d0abbf27c01f0f00b2a15b,1 7 29 36 37 40 50 51 59 61 66 72 83
55d706defe5f710a00ac7b11,1 3 6 7 13 23 29 36 40 50 51 61 66 72 85
55d716d1fe5f710a00ac7b2e,12 19 50 51 65 66 72 77 85
55db09c8fe5f710a00ac7d2f,24 86
55db09c8fe5f710a00ac7d93,24 86
55db09c8fe5f710a00ac7df7,24 86
55dbe574fe5f710a00ac7d9e,7 37 69 83
55de801efe5f710a00ac7e9e,55
55ee7f6efa223d100058f964,5 19 25 28 30 34 38 39 77
55ee7f6efa223d100058f9c8,5 19 25 28 30 34 38 39 77
55ee7f6efa223d100058fa2c,5 19 25 28 30 34 38 39 77
55ee8342fa223d100058f987,25 51 77
55ee885afa223d100058f9c5,1 4 7 24 25 29 36 50 51 61 66 72 77
55ee8b24fa223d100058f9d7,3 5 33 34 50 51 66 72
55ee8dc0fa223d100058f9f3,1 4 36
55ee9043fa223d100058fa0e,3 6 23 40
55ee9977fa223d100058fadd,3 5 7 25 34 38 39 51 59 77
55ee9acbfa223d100058fb02,1 5 7 12 28 29 36 37 50 51 55 59 61 65 66 72 77 83 85
55ee9acbfa223d100058fb66,1 5 7 12 28 29 36 37 50 51 55 59 61 65 66 72 77 83 85
55ee9acbfa223d100058fbca,1 5 7 12 28 29 36 37 50 51 55 59 61 65 66 72 77 83 85
55ee9acbfa223d100058fc2e,1 5 7 12 28 29 36 37 50 51 55 59 61 65 66 72 77 83 85
55ee9acbfa223d100058fc92,1 5 7 12 28 29 36 37 50 51 55 59 61 65 66 72 77 83 85
55ee9acbfa223d100058fcf6,1 5 7 12 28 29 36 37 50 51 55 59 61 65 66 72 77 83 85
55ee9acbfa223d100058fd5a,1 5 7 12 28 29 36 37 50 51 55 59 61 65 66 72 77 83 85
55eea2e3fa223d100058fbd0,50 51 66 72
55eeb594fa223d100058fced,1 3 6 23 40 59 60 71 79
55eeb594fa223d100058fd51,1 3 6 23 40 59 60 71 79
55eeb594fa223d100058fdb5,1 3 6 23 40 59 60 71 79
55eeb707fa223d100058fcfd,34 38 39
55eebf60fa223d100058fd5c,8 25 53 73 77
55eec0b1fa223d100058fd73,9 40 61
55eec532fa223d100058fda0,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100058fe04,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100058fe68,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100058fecc,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100058ff30,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100058ff94,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100058fff8,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100059005c,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d10005900c0,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590124,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590188,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d10005901ec,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590250,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d10005902b4,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590318,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100059037c,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d10005903e0,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590444,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d10005904a8,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100059050c,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590570,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d10005905d4,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590638,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100059069c,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590700,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590764,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d10005907c8,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d100059082c,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590890,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d10005908f4,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec532fa223d1000590958,1 3 5 6 7 23 29 34 36 38 39 40 50 51 59 60 61 66 71 72 73 79
55eec668fa223d100058fda9,3 6 7 8 23 32 33 34 40 51 77 78
55eec719fa223d100058fdb1,1 3 5 7 25 29 36 50 51 59 61 66 71 72 78
55eee44bfa223d100058ff07,1 59 60 71 79
55eee44bfa223d100058ff6b,1 59 60 71 79
55eee44bfa223d100058ffcf,1 59 60 71 79
55eee63afa223d100058ff1b,25 36 59 64 71 77
55eef43cfa223d100058ff89,1 7 40 56 59 60 65 71
55ef018ffa223d100058ffef,25 77
55ef0a16fa223d100059002d,59 71
55ef2eddfa223d1000590095,1 7 29 36 50 51 59 60 61 66 71 72 79 83
55ef2eddfa223d10005900f9,1 7 29 36 50 51 59 60 61 66 71 72 79 83
55ef2eddfa223d100059015d,1 7 29 36 50 51 59 60 61 66 71 72 79 83
55ef2eddfa223d10005901c1,1 7 29 36 50 51 59 60 61 66 71 72 79 83
55ef2eddfa223d1000590225,1 7 29 36 50 51 59 60 61 66 71 72 79 83
55ef2eddfa223d1000590289,1 7 29 36 50 51 59 60 61 66 71 72 79 83
55ef2eddfa223d10005902ed,1 7 29 36 50 51 59 60 61 66 71 72 79 83
55ef862bfa223d1000590101,74
55ef8ecafa223d1000590122,3 7
55ef9ce1fa223d1000590158,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005901bc,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590220,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590284,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005902e8,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d100059034c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005903b0,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590414,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590478,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005904dc,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590540,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005905a4,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590608,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d100059066c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005906d0,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590734,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590798,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005907fc,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590860,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005908c4,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590928,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d100059098c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005909f0,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590a54,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590ab8,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590b1c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590b80,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590be4,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590c48,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590cac,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590d10,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590d74,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590dd8,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590e3c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590ea0,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590f04,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590f68,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000590fcc,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591030,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591094,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005910f8,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d100059115c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005911c0,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591224,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591288,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005912ec,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591350,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005913b4,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591418,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d100059147c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005914e0,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591544,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005915a8,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d100059160c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591670,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005916d4,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591738,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d100059179c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591800,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591864,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d10005918c8,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d100059192c,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55ef9ce1fa223d1000591990,1 3 4 5 7 29 36 37 50 51 53 61 66 72 73 83
55efb88dfa223d10005901e2,3 5 33 63 64 74 75 76 83
55efb88dfa223d1000590246,3 5 33 63 64 74 75 76 83
55efb88dfa223d10005902aa,3 5 33 63 64 74 75 76 83
55efc6d6fa223d100059021e,51
55f02acefa223d1000590350,3 6 23
55f03310fa223d1000590364,4 36
55f0359efa223d1000590372,1 3 5 6 7 23 24 29 30 34 36 38 39 50 51 59 60 61 66 71 72 79
55f0590afa223d1000590407,51
55f0590afa223d100059046b,51
55f0590afa223d10005904cf,51
55f05ce5fa223d100059040e,1 7 29 36 50 51 61 66 72 80
55f0e3948b6cae0f00ac88a4,7 51
55f10bf48b6cae0f00ac88e6,65
55f13c3c8b6cae0f00ac8957,25 59 77
55f13c3c8b6cae0f00ac89bb,25 59 77
55f13c3c8b6cae0f00ac8a1f,25 59 77
55f141658b6cae0f00ac896c,3 6 23
55f147608b6cae0f00ac897d,1 3 6 7 23 29 36 37 40 50 51 59 61 66 71 72 83
55f147608b6cae0f00ac89e1,1 3 6 7 23 29 36 37 40 50 51 59 61 66 71 72 83
55f147608b6cae0f00ac8a45,1 3 6 7 23 29 36 37 40 50 51 59 61 66 71 72 83
55f147608b6cae0f00ac8aa9,1 3 6 7 23 29 36 37 40 50 51 59 61 66 71 72 83
55f147608b6cae0f00ac8b0d,1 3 6 7 23 29 36 37 40 50 51 59 61 66 71 72 83
55f147608b6cae0f00ac8b71,1 3 6 7 23 29 36 37 40 50 51 59 61 66 71 72 83
55f147608b6cae0f00ac8bd5,1 3 6 7 23 29 36 37 40 50 51 59 61 66 71 72 83
55f163cd8b6cae0f00ac89cd,25 77
55f16af08b6cae0f00ac89e8,5
55f16af08b6cae0f00ac8a4c,5
55f16af08b6cae0f00ac8ab0,5
55f197cc49855710007f703a,3 5 6 19 23 73 77 78
55f1d8b949855710007f70c8,1 3 6 7 23 29 36 40 50 51 59 61 66 71 72
55f2d795160d981000089056,4 5 8 50 51
55f529d4160d98100008920c,15
55f648de160d9810000892bb,1 2 4 5 8 14 20 23 24 29 36 37 50 51 59 83 85
55f6f7c7160d9810000893c7,3 6 23 34 38 39 50 51 66 72
55f8b895160d9810000894c7,1 7 25 29 34 36 38 39 50 51 57 58 59 61 66 69 70 71 72 77
55f8b895160d98100008952b,1 7 25 29 34 36 38 39 50 51 57 58 59 61 66 69 70 71 72 77
55f8b895160d98100008958f,1 7 25 29 34 36 38 39 50 51 57 58 59 61 66 69 70 71 72 77
55f90086160d9810000894f9,3 5 6 7 23 34 38 39
55fe5910160d98100008993d,37 83
55fe5efe160d981000089943,83
55fe6e99160d981000089950,21
55fe6e99160d9810000899b4,21
55fe6e99160d981000089a18,21
56049cc4c61d930a00455ead,3 6 7 23 40 64 69
56049cc4c61d930a00455f11,3 6 7 23 40 64 69
56049cc4c61d930a00455f75,3 6 7 23 40 64 69
5604d2e6c61d930a00455ebd,59 71 78
5604d2e6c61d930a00455f21,59 71 78
5604d2e6c61d930a00455f85,59 71 78
56066cccc61d930a00456030,1 3 6 7 23 29 36 50 51 59 61 66 71 72
5608c8e7c61d930a004561fd,40
5608c8e7c61d930a00456261,40
5608c8e7c61d930a004562c5,40
5608c8e7c61d930a00456329,40
5608c8e7c61d930a0045638d,40
5608c8e7c61d930a004563f1,40
5608c8e7c61d930a00456455,40
560a13a9c61d930a0045649b,4 5 37 83
560b2eccc61d930a004565ea,3 5 19 28 29 33 51 57 73
560b415fc61d930a004565fd,5 25 59 71 77
560bd610c61d930a00456719,19
560bd610c61d930a0045677d,19
560bd610c61d930a004567e1,19
560bd610c61d930a00456845,19
560bd610c61d930a004568a9,19
560bd610c61d930a0045690d,19
560bd610c61d930a00456971,19
560cc47bc61d930a00456841,67
560cc47bc61d930a004568a5,67
560cc47bc61d930a00456909,67
560fd06d0eb66b0a00f16a8c,34 38 39
56111cb10eb66b0a00f16b6b,1 3 6 7 23 29 36 40 50 51 59 61 66 71 72
561134a50eb66b0a00f16b8c,5
561400fe0eb66b0a00f16e2d,37 53
561400fe0eb66b0a00f16e91,37 53
561400fe0eb66b0a00f16ef5,37 53
561610560eb66b0a00f16fe8,5 37 51 59 62 71 83 85
561610560eb66b0a00f1704c,5 37 51 59 62 71 83 85
561610560eb66b0a00f170b0,5 37 51 59 62 71 83 85
561610560eb66b0a00f17114,5 37 51 59 62 71 83 85
561610560eb66b0a00f17178,5 37 51 59 62 71 83 85
561610560eb66b0a00f171dc,5 37 51 59 62 71 83 85
561610560eb66b0a00f17240,5 37 51 59 62 71 83 85
56175f00df7b3d0b005c63e0,34 38 39 51 54 66 67 87
56175f00df7b3d0b005c6444,34 38 39 51 54 66 67 87
56175f00df7b3d0b005c64a8,34 38 39 51 54 66 67 87
561f1a148ec4fd0a000dc499,3 4 6 7 23 36 59 62 71
561f257e8ec4fd0a000dc4b4,1 5 7 29 36 50 51 61 66 72
5626677a8ec4fd0a000dc964,37 83
562669228ec4fd0a000dc97a,3 5 40 69 73
562775d28ec4fd0a000dc9ee,3 5 59 71
562782fc8ec4fd0a000dc9fc,3 4 5 13 37 51 69 83 85
56278dc18ec4fd0a000dca0f,35 57
5627a3f58ec4fd0a000dca2f,8 50 51 66 72 87
5627b5808ec4fd0a000dca4c,25 77
5627c26c8ec4fd0a000dca54,34 38 39 51 58 59
5628914e8ec4fd0a000dcb83,1 7 29 36 40 50 51 59 61 66 71 72
5628d0048ec4fd0a000dcbc4,3 5 34 38 39 59 71
5629cd358ec4fd0a000dccfd,1 3 5 6 7 13 14 15 23 29 36 41 50 51 52 60 61 66 72
562b53ef8ec4fd0a000dd1b6,1 3 6 7 23 29 36 40 50 51 59 61 66 71 72
562df54e8ec4fd0a000dd4cb,1 29
56376fdb423bdd0a00103c2b,3 6 7 23 59 71
5638bc49423bdd0a00103cd8,1 7 29 36 50 51 61 66 72
5638bc49423bdd0a00103d3c,1 7 29 36 50 51 61 66 72
5638bc49423bdd0a00103da0,1 7 29 36 50 51 61 66 72
563af421423bdd0a00103eaf,1 7 21 26 29 36 50 51 59 61 66 72
563c2469423bdd0a00104502,1 3 4 5 6 7 20 23 25 29 34 36 38 39 40 50 51 61 66 72 77
563ca70f423bdd0a001045fe,7 52 57
