course_id,chapter_no,chapter_id,chapter_name,chapter_item_id,chapter_item_no,chapter_item_name,chapter_item_type,video_length_in_seconds
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc7f8,3,藝術史的架構,LECTURE,80
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc7f9,4,埃及,LECTURE,110
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc7fa,5,希臘羅馬時代,LECTURE,192
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc7fb,6,中古世紀,LECTURE,173
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc7fc,7,古典時期的大概念,LECTURE,168
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc7fd,8,文藝復興,LECTURE,230
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc7fe,9,矯飾主義,LECTURE,131
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc7ff,10,巴洛克時期,LECTURE,87
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc800,11,17世紀荷蘭,LECTURE,50
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc801,12,洛可可,LECTURE,68
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc802,13,新古典主義,LECTURE,62
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc803,14,浪漫主義,LECTURE,47
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc804,15,現實主義,LECTURE,52
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc805,16,印象派,LECTURE,327
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc806,17,塞尚,LECTURE,176
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc807,18,現代美術簡介與結尾,LECTURE,136
54f1268f4ec3c809002e4a29,1,5c91835bed65c200740eefe0,本課程不分章節,5a1e172da2c4b000589dc808,19,與藝術對話,ASSIGNMENT,
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf43,1,下載免費軟體virtual dj,LECTURE,138
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf44,2,Virtual DJ音效卡介面設定,LECTURE,516
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf45,3,VDJ介面介紹（畫面下半部）,LECTURE,566
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf46,4,介紹介面（畫面上半部）及主要功能介紹,LECTURE,1278
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf47,5,為何要選用Extended版本,LECTURE,646
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf48,6,嘻哈歌曲如何算拍子、Extended歌曲介紹、itunes找素材,LECTURE,789
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf49,7,兩首extended歌曲接歌實作1,LECTURE,1052
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf4a,8,兩首extended歌曲接歌實作2,LECTURE,1193
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf4b,9,總結：作業製作方法,LECTURE,269
551171a938239d1000577864,1,5c91835bed65c200740eefe6,本課程不分章節,5a1e1707a2c4b000589daf4c,10,作業示範（如何把三首Extended Mix接在一起，並玩出一些變化）,ASSIGNMENT,991
551198a738239d1000577870,1,5c91835ded65c200740f09fe,決戰面試自信力,5b8c102b3aeadb001e5d7860,1,你的表達，暴露了你的內心訊息！,LECTURE,899
551198a738239d1000577870,1,5c91835ded65c200740f09fe,決戰面試自信力,5c1230020c0627002048619c,2,課後作業-檢視自己的說話方式,ASSIGNMENT,
551198a738239d1000577870,1,5c91835ded65c200740f09fe,決戰面試自信力,5b8c10403aeadb001e5d7865,3,避免面試ＮＧ的五大地雷,LECTURE,937
551198a738239d1000577870,1,5c91835ded65c200740f09fe,決戰面試自信力,5b8c104c3aeadb001e5d7869,4,開啟說話雷達，面試前你應該要知道的事！,LECTURE,1023
551198a738239d1000577870,1,5c91835ded65c200740f09fe,決戰面試自信力,5b8c10473aeadb001e5d7867,5,提升說話自信的三大準備,LECTURE,991
551198a738239d1000577870,2,5cac09954e84060020341073,精準報告邏輯力,5b8c105f3aeadb001e5d786d,1,培養精準呈現的說話體質,LECTURE,940
551198a738239d1000577870,2,5cac09954e84060020341073,精準報告邏輯力,5b8c10663aeadb001e5d786f,2,影響精準表達的四元素：時間、對象、目標、架構,LECTURE,940
551198a738239d1000577870,2,5cac09954e84060020341073,精準報告邏輯力,5b8c106e3aeadb001e5d7872,3,累積你的全方位說話素材,LECTURE,762
551198a738239d1000577870,2,5cac09954e84060020341073,精準報告邏輯力,5cffbfc4d4ea680020295ec6,4,整合你的知識內容,ASSIGNMENT,
551198a738239d1000577870,2,5cac09954e84060020341073,精準報告邏輯力,5b8c107b3aeadb001e5d7876,5,善用三大肢體語言，提升舞台表達力,LECTURE,1147
551198a738239d1000577870,3,5cac09f34e84060020341089,人際溝通有魅力,5b8c108d3aeadb001e5d7885,1,聲音表情萬花筒：聲音與情緒的連結,LECTURE,774
551198a738239d1000577870,3,5cac09f34e84060020341089,人際溝通有魅力,5b8c10853aeadb001e5d7882,2,培養超人氣的三大表達句型：讚美、應答、換句話說,LECTURE,852
551198a738239d1000577870,3,5cac09f34e84060020341089,人際溝通有魅力,5b8c10913aeadb001e5d7887,3,提升人際互動好感度三部曲：電話溝通、網上溝通、碰面溝通,LECTURE,1099
551198a738239d1000577870,3,5cac09f34e84060020341089,人際溝通有魅力,5b8c10813aeadb001e5d7880,4,說話不是一門藝術，而是可以學習的技術！用心練表達，讓世界聽見你的聲音！,LECTURE,1186
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc878,1,Before you start: to keep in mind,LECTURE,193
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc879,2,Structure 1 -  style of a personal statement,LECTURE,107
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc87a,3,Structure 2 - Keyhole,LECTURE,146
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc87b,4,Structure 3 - Anecdote example,LECTURE,224
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc87c,5,Structure 4 - Keyhole example,LECTURE,361
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc87d,6,Structure 5 - Note,LECTURE,188
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc87e,7,Write an opening sentence,LECTURE,295
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc87f,8,"Identify, portray your unique qualities and niche - From Local to Global",LECTURE,430
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc880,9,Identify your personal niche - Compelling anecdote,LECTURE,189
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc881,10,Identify your personal niche - Make your statements,LECTURE,234
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc882,11,How to portray them,LECTURE,199
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc883,12,Convince your reviewer,LECTURE,164
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc884,13,Qualities most reviewers looking for,LECTURE,380
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc885,14,Proof-read your personal statement,LECTURE,164
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc886,15,Conclusion & Assignment,LECTURE,60
5513e92b38239d10005778e1,1,5c91835bed65c200740eefe7,本課程不分章節,5a1e172fa2c4b000589dc887,16,Personal statement,ASSIGNMENT,60
551a6be023774e0a001eb20c,1,5c91835bed65c200740eefe8,本課程不分章節,5a1e1749a2c4b000589dd41d,1,資料收集&基本線條練習,LECTURE,292
551a6be023774e0a001eb20c,1,5c91835bed65c200740eefe8,本課程不分章節,5a1e1749a2c4b000589dd41e,2,草稿編排&過程,LECTURE,529
551a6be023774e0a001eb20c,1,5c91835bed65c200740eefe8,本課程不分章節,5a1e1749a2c4b000589dd41f,3,情境發想／角色設計,LECTURE,148
551a6be023774e0a001eb20c,1,5c91835bed65c200740eefe8,本課程不分章節,5a1e1749a2c4b000589dd420,4,上色完稿,LECTURE,281
551a6be023774e0a001eb20c,1,5c91835bed65c200740eefe8,本課程不分章節,5a1e1749a2c4b000589dd421,5,我的食譜是有故事的。,ASSIGNMENT,
55307d94d530a90a00a3a896,1,5c91835bed65c200740eefec,本課程不分章節,5a1e172da2c4b000589dc7e9,1,〔工具材料介紹〕,LECTURE,36
55307d94d530a90a00a3a896,1,5c91835bed65c200740eefec,本課程不分章節,5a1e172da2c4b000589dc7ea,2,〔身體作法〕,LECTURE,754
55307d94d530a90a00a3a896,1,5c91835bed65c200740eefec,本課程不分章節,5a1e172da2c4b000589dc7eb,3,〔五官作法〕,LECTURE,685
55307d94d530a90a00a3a896,1,5c91835bed65c200740eefec,本課程不分章節,5a1e172da2c4b000589dc7ec,4,〔髮型作法〕,LECTURE,692
55307d94d530a90a00a3a896,1,5c91835bed65c200740eefec,本課程不分章節,5a1e172da2c4b000589dc7ed,5,〔學士帽作法〕,LECTURE,687
55307d94d530a90a00a3a896,1,5c91835bed65c200740eefec,本課程不分章節,5a1e172da2c4b000589dc7ee,6,〔領帶作法〕,LECTURE,212
55307d94d530a90a00a3a896,1,5c91835bed65c200740eefec,本課程不分章節,5a1e172da2c4b000589dc7ef,7,〔眼鏡作法〕,LECTURE,351
55307d94d530a90a00a3a896,1,5c91835bed65c200740eefec,本課程不分章節,5a1e172da2c4b000589dc7f0,8,〔校名繡法〕,LECTURE,295
55307d94d530a90a00a3a896,1,5c91835bed65c200740eefec,本課程不分章節,5a1e172da2c4b000589dc7f1,9,作一個專屬於他/她的畢業娃娃,ASSIGNMENT,
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd532,1,食材與器材準備,LECTURE,285
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd533,2,馬卡龍原理,LECTURE,99
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd534,3,蛋白霜製作,LECTURE,99
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd535,4,過篩杏仁粉與糖粉,LECTURE,160
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd536,5,混合攪拌重點,LECTURE,157
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd537,6,調色教學,LECTURE,89
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd538,7,花嘴和擠花袋介紹與使用,LECTURE,271
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd539,8,擠麵糊示範,LECTURE,222
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd53a,9,成敗關鍵：烤箱溫度和環境濕度影響,LECTURE,61
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd53b,10,甘拿許內餡製作,LECTURE,284
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd53c,11,出爐後如何判斷成功,LECTURE,121
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd53d,12,甘拿許內餡的變化,LECTURE,102
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd53e,13,組裝餅皮和內餡,LECTURE,49
55599687dfe21b0a00e776d9,1,5c91835bed65c200740eefef,本課程不分章節,5a1e174ca2c4b000589dd53f,14,屬於自己style的馬卡龍,ASSIGNMENT,106
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1c3,1,工具介紹,LECTURE,312
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1c4,2,材料介紹,LECTURE,718
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1c5,3,內頁製作1,LECTURE,506
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1c6,4,內頁製作2,LECTURE,627
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1c7,5,內頁製作3,LECTURE,327
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1c8,6,書皮製作1,LECTURE,599
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1c9,7,書皮製作2,LECTURE,630
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1ca,8,書皮製作3,LECTURE,693
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1cb,9,對版卡製作,LECTURE,576
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1cc,10,六帖縫縫縫,LECTURE,1158
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1cd,11,五帖縫縫縫,LECTURE,917
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1ce,12,應用版本,LECTURE,576
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1cf,13,補上穿洞影片--內頁,LECTURE,217
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1d0,14,補上穿洞影片--書皮,LECTURE,365
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1d1,15,附贈--聖誕禮物書~~~,LECTURE,850
556ad58777a8710900bedffe,1,5c91835bed65c200740eeff0,本課程不分章節,5a1e170ca2c4b000589db1d2,16,做出一本屬於你自己的復古手工書!,ASSIGNMENT,
557ad62bd736230f00adb2ab,1,5c91835bed65c200740eeff3,本課程不分章節,5a1e172da2c4b000589dc819,1,藏書票的構圖,LECTURE,398
557ad62bd736230f00adb2ab,1,5c91835bed65c200740eeff3,本課程不分章節,5a1e172da2c4b000589dc81a,2,草稿描繪,LECTURE,900
557ad62bd736230f00adb2ab,1,5c91835bed65c200740eeff3,本課程不分章節,5a1e172ea2c4b000589dc81b,3,主線繪製,LECTURE,347
557ad62bd736230f00adb2ab,1,5c91835bed65c200740eeff3,本課程不分章節,5a1e172ea2c4b000589dc81c,4,製版,LECTURE,847
557ad62bd736230f00adb2ab,1,5c91835bed65c200740eeff3,本課程不分章節,5a1e172ea2c4b000589dc81d,5,封墨,LECTURE,374
557ad62bd736230f00adb2ab,1,5c91835bed65c200740eeff3,本課程不分章節,5a1e172ea2c4b000589dc81e,6,複印與簽名,LECTURE,439
557ad62bd736230f00adb2ab,1,5c91835bed65c200740eeff3,本課程不分章節,5a1e172ea2c4b000589dc81f,7,收藏與收藏,LECTURE,307
557ad62bd736230f00adb2ab,1,5c91835bed65c200740eeff3,本課程不分章節,5a1e172ea2c4b000589dc820,8,大家來交換藏書票！,ASSIGNMENT,70
5591501e6dec460f00111314,1,5c91835bed65c200740eeffa,本課程不分章節,5a1e1749a2c4b000589dd405,1,動物插畫使用的繪畫用具介紹,LECTURE,119
5591501e6dec460f00111314,1,5c91835bed65c200740eeffa,本課程不分章節,5a1e1749a2c4b000589dd406,2,水彩基本應用,LECTURE,132
5591501e6dec460f00111314,1,5c91835bed65c200740eeffa,本課程不分章節,5a1e1749a2c4b000589dd407,3,單色混色的動物插畫應用-幾何圖形分析/鉛筆打稿,LECTURE,235
5591501e6dec460f00111314,1,5c91835bed65c200740eeffa,本課程不分章節,5a1e1749a2c4b000589dd408,4,單色動物插畫- 刺蝟示範,LECTURE,1635
5591501e6dec460f00111314,1,5c91835bed65c200740eeffa,本課程不分章節,5a1e1749a2c4b000589dd409,5,雙色動物插畫 - 台灣黑熊示範 （黃色、咖啡色）,LECTURE,1494
5591501e6dec460f00111314,1,5c91835bed65c200740eeffa,本課程不分章節,5a1e1749a2c4b000589dd40a,6,混色動物插畫 - 變色龍示範（彩色應用）,LECTURE,1813
5591501e6dec460f00111314,1,5c91835bed65c200740eeffa,本課程不分章節,5a1e1749a2c4b000589dd40b,7,動物插畫-重點小提示,LECTURE,230
5591501e6dec460f00111314,1,5c91835bed65c200740eeffa,本課程不分章節,5a1e1749a2c4b000589dd40c,8,畫出自己喜歡的動物,ASSIGNMENT,48
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae61,1,先說透視觀念,LECTURE,350
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae62,2,先說透視觀念之二,LECTURE,434
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae63,3,學習手感-徒手直線與圓,LECTURE,540
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae64,4,三視圖-徒手+尺規繪製,LECTURE,600
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae65,5,三視圖-材質表現,LECTURE,559
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae66,6,幾何元素應用之一-基礎幾何造型,LECTURE,600
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae67,7,幾何元素應用之二-影子,LECTURE,447
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae68,8,幾何元素應用之三-曲面繪製,LECTURE,553
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae69,9,幾何元素結合表現之一-外型發想,LECTURE,526
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae6a,10,幾何元素結合表現之二-材質設定與上色,LECTURE,526
5593f992cfe8320b00ccd4c4,1,5c91835bed65c200740eeffb,本課程不分章節,5a1e1704a2c4b000589dae6b,11,發想出一項產品(類型不限),ASSIGNMENT,
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc83c,1,<課程1-1>  課程簡介 + 左手簡化和弦技巧,LECTURE,349
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc83d,2,<課程1-2> 放克節奏,LECTURE,484
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc83e,3,<課程1-3> 放克節奏變化型,LECTURE,286
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc83f,4,<課程1-4> 美好時刻彈奏細節提醒,LECTURE,231
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc840,5,<課程1-5> 美好時刻整曲彈唱示範,LECTURE,225
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc841,6,<課程2-1>課程簡介 + 和弦解構,LECTURE,411
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc842,7,<課程2-2> 森巴節奏,LECTURE,638
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc843,8,<課程2-3> 倔強的微笑B段,LECTURE,339
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc844,9,<課程2-4> 倔強的微笑整曲彈唱示範,LECTURE,240
559a217dcfe8320b00ccd75b,1,5c91835bed65c200740eeffe,本課程不分章節,5a1e172ea2c4b000589dc845,10,"",ASSIGNMENT,96
559e49185850311000fca504,1,5c91835bed65c200740ef003,本課程不分章節,5a1e1749a2c4b000589dd402,1,毛巾伸展動作,LECTURE,1574
559e49185850311000fca504,1,5c91835bed65c200740ef003,本課程不分章節,5a1e1749a2c4b000589dd403,2,地板伸展瑜珈,LECTURE,1644
559e49185850311000fca504,1,5c91835bed65c200740ef003,本課程不分章節,5a1e1749a2c4b000589dd404,3,分享你的瑜珈心得,ASSIGNMENT,
55a4d6397b4d99100011957d,1,5c91835bed65c200740ef006,本課程不分章節,5a1e172ea2c4b000589dc825,1,親子丼,LECTURE,420
55a4d6397b4d99100011957d,1,5c91835bed65c200740ef006,本課程不分章節,5a1e172ea2c4b000589dc826,2,日式紅燒魚,LECTURE,268
55a4d6397b4d99100011957d,1,5c91835bed65c200740ef006,本課程不分章節,5a1e172ea2c4b000589dc827,3,炸蝦丼,LECTURE,569
55a4d6397b4d99100011957d,1,5c91835bed65c200740ef006,本課程不分章節,5a1e172ea2c4b000589dc828,4,和風涼麵,LECTURE,215
55a4d6397b4d99100011957d,1,5c91835bed65c200740ef006,本課程不分章節,5a1e172ea2c4b000589dc829,5,花壽司 + 飯糰,LECTURE,419
55a4d6397b4d99100011957d,1,5c91835bed65c200740ef006,本課程不分章節,5a1e172ea2c4b000589dc82a,6,分享你的大廚心得！,ASSIGNMENT,
55ae208a7b4d9910001198f2,1,5c91835bed65c200740ef007,本課程不分章節,5a1e172ea2c4b000589dc867,1,泰山打獵神器─迴旋飛鏢,LECTURE,245
55ae208a7b4d9910001198f2,1,5c91835bed65c200740ef007,本課程不分章節,5a1e172ea2c4b000589dc868,2,看誰比較大聲─嚇人紙砲,LECTURE,269
55ae208a7b4d9910001198f2,1,5c91835bed65c200740ef007,本課程不分章節,5a1e172ea2c4b000589dc869,3,暑假玩水必備─旋轉水滴子,LECTURE,283
55ae208a7b4d9910001198f2,1,5c91835bed65c200740ef007,本課程不分章節,5a1e172ea2c4b000589dc86a,4,空降未爆「蛋」─降落傘,LECTURE,381
55ae208a7b4d9910001198f2,1,5c91835bed65c200740ef007,本課程不分章節,5a1e172ea2c4b000589dc86b,5,忍者的暗器─吸管吹箭,LECTURE,228
